category,headline,links,short_description,keywords,category_encoded,input_text
ENTERTAINMENT,"['judge', 'throw', 'fire', 'do', 'suit', 'taylor', 'swift']",https://www.huffingtonpost.com/entry/taylor-swift-suit-tossed_us_598e4280e4b09096429720f7,"['david', 'mueller', 'can', 'not', 'prove', 'singer', 'get', 'fire']","['taylor', 'swift', 'suit', 'tossed']",1,"['judge', 'throw', 'fire', 'do', 'suit', 'taylor', 'swift', 'david', 'mueller', 'can', 'not', 'prove', 'singer', 'get', 'fire', 'taylor', 'swift', 'suit', 'tossed']"
FOOD & DRINK,"['dessert', 'recipe', 'raisin', 'lover', 'hater', 'steer', 'clear']",https://www.huffingtonpost.com/entry/raisin-dessert-recipes_us_5b9d9183e4b03a1dcc8999f5,"['time', 'stop', 'hate']","['raisin', 'dessert', 'recipes']",2,"['dessert', 'recipe', 'raisin', 'lover', 'hater', 'steer', 'clear', 'time', 'stop', 'hate', 'raisin', 'dessert', 'recipes']"
TRAVEL,"['want', 'taste', 'washington', 'sample']",https://www.huffingtonpost.com/entry/want-a-taste-of-washingto_b_6871008.html,"['truth', 'americas', 'capital', 'like', 'country', 'melt', 'pot', 'culinary', 'culture', 'amazing', 'see', 'washington', 'chefs', 'world', 'fuse', 'good', 'flavor', 'native', 'country', 'american', 'flair']","['want', 'a', 'taste', 'of', 'washingto']",7,"['want', 'taste', 'washington', 'sample', 'truth', 'americas', 'capital', 'like', 'country', 'melt', 'pot', 'culinary', 'culture', 'amazing', 'see', 'washington', 'chefs', 'world', 'fuse', 'good', 'flavor', 'native', 'country', 'american', 'flair', 'want', 'a', 'taste', 'of', 'washingto']"
WORLD NEWS,"['history', 'dutch', 'populism', 'murder', 'pm', 'fortune', 'rise', 'geest', 'wilder']",https://www.huffingtonpost.com/entry/a-history-of-dutch-populism-from-the-murder-of-pim_us_58c817a4e4b0d06aa658050e,"['jacques', 'paul', 'us', 'penis', 'maastricht', 'university', 'dutch', 'election', 'take', 'significance', 'international', 'medium']","['a', 'history', 'of', 'dutch', 'populism', 'from', 'the', 'murder', 'of', 'pim']",9,"['history', 'dutch', 'populism', 'murder', 'pm', 'fortune', 'rise', 'geest', 'wilder', 'jacques', 'paul', 'us', 'penis', 'maastricht', 'university', 'dutch', 'election', 'take', 'significance', 'international', 'medium', 'a', 'history', 'of', 'dutch', 'populism', 'from', 'the', 'murder', 'of', 'pim']"
BUSINESS,"['education', 'silver', 'bullet', 'fix', 'economy']",https://www.huffingtonpost.com/entry/is-education-a-silver-bul_us_5bb2cccae4b0480ca65c50ca,"['president', 'assertion', 'path', 'american', 'dream', 'new', 'global', 'economy', 'depend', 'provide', 'every', 'child', 'good', 'education', 'true']","['is', 'education', 'a', 'silver', 'bul']",0,"['education', 'silver', 'bullet', 'fix', 'economy', 'president', 'assertion', 'path', 'american', 'dream', 'new', 'global', 'economy', 'depend', 'provide', 'every', 'child', 'good', 'education', 'true', 'is', 'education', 'a', 'silver', 'bul']"
POLITICS,"['feds', 'arrest', 'arizona', 'man', 'sell', 'arm', 'pierce', 'ammo', 'las', 'vegas', 'shooter']",https://www.huffingtonpost.com/entry/doug-haig-las-vegas-shooting_us_5a750031e4b06ee97af2ae63,"['douglas', 'haig', 'allegedly', 'meet', 'shooter', 'stephen', 'paddock', 'multiple', 'time']","['doug', 'haig', 'las', 'vegas', 'shooting']",4,"['feds', 'arrest', 'arizona', 'man', 'sell', 'arm', 'pierce', 'ammo', 'las', 'vegas', 'shooter', 'douglas', 'haig', 'allegedly', 'meet', 'shooter', 'stephen', 'paddock', 'multiple', 'time', 'doug', 'haig', 'las', 'vegas', 'shooting']"
PARENTING,"['brooke', 'breed', 'well', 'former', 'child', 'pageant', 'star', 'warn', 'parent', 'pageant', 'life']",https://www.huffingtonpost.com/entry/brooke-breedwell-former-child-pageant-star_us_5b9c4998e4b03a1dcc7d9458,"['appearance', 'abcs', 'today', 'welkin', 'argue', 'also', 'problem', 'people', 'want', 'watch', 'bad', 'parenting']","['brooke', 'breedwell', 'former', 'child', 'pageant', 'star']",3,"['brooke', 'breed', 'well', 'former', 'child', 'pageant', 'star', 'warn', 'parent', 'pageant', 'life', 'appearance', 'abcs', 'today', 'welkin', 'argue', 'also', 'problem', 'people', 'want', 'watch', 'bad', 'parenting', 'brooke', 'breedwell', 'former', 'child', 'pageant', 'star']"
STYLE & BEAUTY,"['eyebrow', 'get', 'low', 'masculine', 'past', 'year', 'study']",https://www.huffingtonpost.com/entry/low-eyebrows-trends-masculine-study_us_5b9c4bd1e4b03a1dcc7da0ae,"['brow', 'thick', 'use', 'read', 'independent', 'upward', 'curvature', 'eyebrow', 'consider']","['low', 'eyebrows', 'trends', 'masculine', 'study']",6,"['eyebrow', 'get', 'low', 'masculine', 'past', 'year', 'study', 'brow', 'thick', 'use', 'read', 'independent', 'upward', 'curvature', 'eyebrow', 'consider', 'low', 'eyebrows', 'trends', 'masculine', 'study']"
SPORTS,"['john', 'cagliari', 'want', 'kentucky', 'player', 'succeed', 'proceed', 'one', 'do']",https://www.huffingtonpost.com/entry/succeed-and-proceed-john-calipari_us_5bb75097e4b097869fd508a2,"['forthcoming', 'book', 'player', 'first', 'coach', 'inside', 'caliper', 'fully', 'lay', 'feeling', 'current']","['succeed', 'and', 'proceed', 'john', 'calipari']",5,"['john', 'cagliari', 'want', 'kentucky', 'player', 'succeed', 'proceed', 'one', 'do', 'forthcoming', 'book', 'player', 'first', 'coach', 'inside', 'caliper', 'fully', 'lay', 'feeling', 'current', 'succeed', 'and', 'proceed', 'john', 'calipari']"
POLITICS,"['bernie', 'sanders', 'say', 'he', 's', 'willing', 'campaign', 'montana', 'populist', 'rob', 'quiet']",https://www.huffingtonpost.com/entry/bernie-sanders-says-hes-willing-to-campaign-for-rob-quist-in-montana_us_58e92c5de4b058f0a02fa67e,"['washington', 'democrats', 'ignore', 'special', 'election', 'montana', 'sander', 'may', 'make', 'stop', 'national', 'tour', 'doc', 'tom', 'perez']","['bernie', 'sanders', 'says', 'he', 's', 'willing', 'to', 'campaign', 'for', 'rob', 'quist', 'in', 'montana']",4,"['bernie', 'sanders', 'say', 'he', 's', 'willing', 'campaign', 'montana', 'populist', 'rob', 'quiet', 'washington', 'democrats', 'ignore', 'special', 'election', 'montana', 'sander', 'may', 'make', 'stop', 'national', 'tour', 'doc', 'tom', 'perez', 'bernie', 'sanders', 'says', 'he', 's', 'willing', 'to', 'campaign', 'for', 'rob', 'quist', 'in', 'montana']"
POLITICS,"['progressive', 'group', 'problem', 'clinton', 'social', 'security']",https://www.huffingtonpost.com/entry/clinton-sanders-social-security_us_56b3f533e4b01d80b245c04e,"['insist', 'red', 'line', 'pledge', 'cut', 'benefit', 'say', 'assurance', 'fall', 'short']","['clinton', 'sanders', 'social', 'security']",4,"['progressive', 'group', 'problem', 'clinton', 'social', 'security', 'insist', 'red', 'line', 'pledge', 'cut', 'benefit', 'say', 'assurance', 'fall', 'short', 'clinton', 'sanders', 'social', 'security']"
PARENTING,"['year', 'old', 'tristan', 'belgium', 'get', 'talent', 'win', 'judge', 'world', 'video']",https://www.huffingtonpost.com/entry/tristan-belgiums-got-talent-gangnam-style_us_5b9d9624e4b03a1dcc89d3b1,"['think', 'gang', 'style', 'craze', 'die', 'year', 'old', 'take', 'stage', 'belgium', 'show', 'pay']","['tristan', 'belgiums', 'got', 'talent', 'gangnam', 'style']",3,"['year', 'old', 'tristan', 'belgium', 'get', 'talent', 'win', 'judge', 'world', 'video', 'think', 'gang', 'style', 'craze', 'die', 'year', 'old', 'take', 'stage', 'belgium', 'show', 'pay', 'tristan', 'belgiums', 'got', 'talent', 'gangnam', 'style']"
PARENTING,"['liam', 'day', 'arno', 'baby', 'bear', 'aortic', 'stenosis', 'heart', 'size', 'soccer', 'ball', 'recover', 'photo']",https://www.huffingtonpost.com/entry/liam-dalgarno-aortic-stenosis_us_5b9c976ae4b03a1dcc801b9f,"['severe', 'form', 'aortic', 'stenosis', 'almost', 'always', 'occur', 'newborn', 'infant', 'accord', 'cincinnati', 'children', 'hospital']","['liam', 'dalgarno', 'aortic', 'stenosis']",3,"['liam', 'day', 'arno', 'baby', 'bear', 'aortic', 'stenosis', 'heart', 'size', 'soccer', 'ball', 'recover', 'photo', 'severe', 'form', 'aortic', 'stenosis', 'almost', 'always', 'occur', 'newborn', 'infant', 'accord', 'cincinnati', 'children', 'hospital', 'liam', 'dalgarno', 'aortic', 'stenosis']"
STYLE & BEAUTY,"['extreme', 'dark', 'root', 'tress', 'trend']",https://www.huffingtonpost.com/entry/dark-roots-hairstyle_us_5b9b61cce4b03a1dcc771552,"['hair', 'color', 'pro', 'final', 'low', 'maintenance', 'tip', 'bold', 'impressionable', 'scream', 'artistry', 'say', 'wright', 'however']","['dark', 'roots', 'hairstyle']",6,"['extreme', 'dark', 'root', 'tress', 'trend', 'hair', 'color', 'pro', 'final', 'low', 'maintenance', 'tip', 'bold', 'impressionable', 'scream', 'artistry', 'say', 'wright', 'however', 'dark', 'roots', 'hairstyle']"
SPORTS,"['olympic', 'cyclist', 'intensive', 'care', 'crash', 'accident', 'prone', 'course']",https://www.huffingtonpost.com/entry/cyclist-hospitalized-after-crash_us_57a88d78e4b03ba68012e5bd,"['dutch', 'rider', 'ann', 'mike', 'van', 'gluten', 'suffer', 'concussion', 'three', 'fracture', 'spine', 'sunday', 'brutal', 'wipe']","['cyclist', 'hospitalized', 'after', 'crash']",5,"['olympic', 'cyclist', 'intensive', 'care', 'crash', 'accident', 'prone', 'course', 'dutch', 'rider', 'ann', 'mike', 'van', 'gluten', 'suffer', 'concussion', 'three', 'fracture', 'spine', 'sunday', 'brutal', 'wipe', 'cyclist', 'hospitalized', 'after', 'crash']"
SPORTS,"['ryan', 'locate', 'apologizes', 'behavior', 'rio']",https://www.huffingtonpost.com/entry/ryan-lochte-apology_us_57b715bae4b0b51733a2e327,"['he', 's', 'really', 'change', 'story']","['ryan', 'lochte', 'apology']",5,"['ryan', 'locate', 'apologizes', 'behavior', 'rio', 'he', 's', 'really', 'change', 'story', 'ryan', 'lochte', 'apology']"
PARENTING,"['common', 'mistake', 'parent', 'today', 'make', 'include']",https://www.huffingtonpost.com/entry/10-common-mistakes-parents-today-make-me-included_us_5b9dda3fe4b03a1dcc8dbc54,"['may', 'justify', 'good', 'parenting', 'hurt', 'child', 'later', 'unless', 'mindful', 'easy', 'handicap', 'make', 'life', 'easy']","['10', 'common', 'mistakes', 'parents', 'today', 'make', 'me', 'included']",3,"['common', 'mistake', 'parent', 'today', 'make', 'include', 'may', 'justify', 'good', 'parenting', 'hurt', 'child', 'later', 'unless', 'mindful', 'easy', 'handicap', 'make', 'life', 'easy', '10', 'common', 'mistakes', 'parents', 'today', 'make', 'me', 'included']"
SPORTS,"['michigan', 'state', 'rep', 'reportedly', 'hear', 'abuser', 'larry', 'nassau', 'nothing']",https://www.huffingtonpost.com/entry/michigan-state-larry-nassar-eight-accusers_us_5a60c9e9e4b01f3bca592311,"['eight', 'young', 'woman', 'say', 'tell', 'mus', 'doctor', 'course', 'two', 'decade']","['michigan', 'state', 'larry', 'nassar', 'eight', 'accusers']",5,"['michigan', 'state', 'rep', 'reportedly', 'hear', 'abuser', 'larry', 'nassau', 'nothing', 'eight', 'young', 'woman', 'say', 'tell', 'mus', 'doctor', 'course', 'two', 'decade', 'michigan', 'state', 'larry', 'nassar', 'eight', 'accusers']"
ENTERTAINMENT,"['streaming', 'site', 'want', 'netflix', 'indie', 'festival', 'film']",https://www.huffingtonpost.com/entry/flix-premiere-aims-to-be-the-netflix-of-festival-films_us_576acd96e4b0c0252e77ffcc,"['fix', 'premiere', 'online', 'version', 'movie', 'demand']","['flix', 'premiere', 'aims', 'to', 'be', 'the', 'netflix', 'of', 'festival', 'films']",1,"['streaming', 'site', 'want', 'netflix', 'indie', 'festival', 'film', 'fix', 'premiere', 'online', 'version', 'movie', 'demand', 'flix', 'premiere', 'aims', 'to', 'be', 'the', 'netflix', 'of', 'festival', 'films']"
STYLE & BEAUTY,"['miles', 'cyrus', 'liam', 'hem', 'worth', 'engage', 'see', 'star', 'grow', 'style', 'photo']",https://www.huffingtonpost.com/entry/miley-cyrus-liam-hemsworth-engaged_us_5b9bd0a7e4b03a1dcc7a75e9,"['see', 'ring', 'wait', 'people', 'hit', 'newsstand', 'week', 'take', 'look', 'mile', 'evolve', 'style']","['miley', 'cyrus', 'liam', 'hemsworth', 'engaged']",6,"['miles', 'cyrus', 'liam', 'hem', 'worth', 'engage', 'see', 'star', 'grow', 'style', 'photo', 'see', 'ring', 'wait', 'people', 'hit', 'newsstand', 'week', 'take', 'look', 'mile', 'evolve', 'style', 'miley', 'cyrus', 'liam', 'hemsworth', 'engaged']"
FOOD & DRINK,"['figure', 'bizarre', 'restaurant', 'real', 'quiz']",https://www.huffingtonpost.com/entry/bizarre-restaurants_us_5b9db767e4b03a1dcc8bebc1,"['think', 'heard', 'think']","['bizarre', 'restaurants']",2,"['figure', 'bizarre', 'restaurant', 'real', 'quiz', 'think', 'heard', 'think', 'bizarre', 'restaurants']"
POLITICS,"['arizona', 'ballot', 'collection', 'law', 'put', 'hold', 'victory', 'voter', 'access']",https://www.huffingtonpost.com/entry/arizona-ballot-collecting-hold_us_581d2a5ce4b0e80b02ca3a61,"['top', 'back', 'law', 'prohibit', 'advocacy', 'group', 'collect', 'ballot', 'voter', 'deliver', 'election', 'office']","['arizona', 'ballot', 'collecting', 'hold']",4,"['arizona', 'ballot', 'collection', 'law', 'put', 'hold', 'victory', 'voter', 'access', 'top', 'back', 'law', 'prohibit', 'advocacy', 'group', 'collect', 'ballot', 'voter', 'deliver', 'election', 'office', 'arizona', 'ballot', 'collecting', 'hold']"
WELLNESS,"['large', 'neck', 'size', 'link', 'sleep', 'apnoea', 'risk', 'boy']",https://www.huffingtonpost.com/entry/neck-size-sleep-apnea-boys_us_5b9df585e4b03a1dcc8f875f,"['obstructive', 'sleep', 'apnoea', 'lead', 'daytime', 'fatigue', 'kid', 'also', 'associate', 'attention', 'deficit', 'hyperactivity']","['neck', 'size', 'sleep', 'apnea', 'boys']",8,"['large', 'neck', 'size', 'link', 'sleep', 'apnoea', 'risk', 'boy', 'obstructive', 'sleep', 'apnoea', 'lead', 'daytime', 'fatigue', 'kid', 'also', 'associate', 'attention', 'deficit', 'hyperactivity', 'neck', 'size', 'sleep', 'apnea', 'boys']"
FOOD & DRINK,"['mon', 'sherry', 'cocktail', 'sherry', 'f']",https://www.huffingtonpost.com/entry/mon-sherry-6-cocktails-fo_us_5b9d92e1e4b03a1dcc89afc7,"['host', 'personal', 'sherry', 'fest', 'comfort', 'home', 'mix', 'one', 'sherry', 'base', 'cocktail']","['mon', 'sherry', '6', 'cocktails', 'fo']",2,"['mon', 'sherry', 'cocktail', 'sherry', 'f', 'host', 'personal', 'sherry', 'fest', 'comfort', 'home', 'mix', 'one', 'sherry', 'base', 'cocktail', 'mon', 'sherry', '6', 'cocktails', 'fo']"
POLITICS,"['harry', 'reid', 'directly', 'solicit', 'contribution', 'private', 'equity', 'giant', 'controversial', 'rider']",https://www.huffingtonpost.com/entry/harry-reid-citizens-united_us_56730cfee4b0648fe3029f9b,"['desperate', 'prove', 'citizen', 'unite', 'terrible', 'decision']","['harry', 'reid', 'citizens', 'united']",4,"['harry', 'reid', 'directly', 'solicit', 'contribution', 'private', 'equity', 'giant', 'controversial', 'rider', 'desperate', 'prove', 'citizen', 'unite', 'terrible', 'decision', 'harry', 'reid', 'citizens', 'united']"
SPORTS,"['simone', 'file', 'win', 'bronze', 'medal', 'beam']",https://www.huffingtonpost.com/entry/simone-biles-bronze-beam_us_57b1aca5e4b007c36e4f3268,"['file', 'make', 'rare', 'mistake', 'get', 'medal', 'still', 'make', 'history']","['simone', 'biles', 'bronze', 'beam']",5,"['simone', 'file', 'win', 'bronze', 'medal', 'beam', 'file', 'make', 'rare', 'mistake', 'get', 'medal', 'still', 'make', 'history', 'simone', 'biles', 'bronze', 'beam']"
STYLE & BEAUTY,"['much', 'coach', 'ella', 'inst', 'gram']",https://www.huffingtonpost.com/entry/coachella-instagram-style_us_5b9dfb40e4b03a1dcc8fdc6e,"['coach', 'ella', 'inst', 'gram', 'like', 'we', 'christmas', 'bad', 'social', 'medium', 'platform', 'break', 'yesterday', 'yes', 'actually', 'shut']","['coachella', 'instagram', 'style']",6,"['much', 'coach', 'ella', 'inst', 'gram', 'coach', 'ella', 'inst', 'gram', 'like', 'we', 'christmas', 'bad', 'social', 'medium', 'platform', 'break', 'yesterday', 'yes', 'actually', 'shut', 'coachella', 'instagram', 'style']"
PARENTING,"['girl', 'autism', 'shortchange']",https://www.huffingtonpost.com/entry/girls-with-autism_us_5b9dac06e4b03a1dcc8b360b,"['child', 'give', 'two', 'test', 'one', 'show', 'photo', 'child', 'ask', 'identify', 'whether']","['girls', 'with', 'autism']",3,"['girl', 'autism', 'shortchange', 'child', 'give', 'two', 'test', 'one', 'show', 'photo', 'child', 'ask', 'identify', 'whether', 'girls', 'with', 'autism']"
SPORTS,"['mezzo', 'suspend', 'quarterback', 'may', 'mark', 'snort', 'video', 'emerge']",https://www.huffingtonpost.com/entry/maty-mauk-snorting-video-cocaine-missouri-suspension_us_56a7919be4b0172c65942410,"['marks', 'mark', 'third', 'suspension', 'four', 'month']","['maty', 'mauk', 'snorting', 'video', 'cocaine', 'missouri', 'suspension']",5,"['mezzo', 'suspend', 'quarterback', 'may', 'mark', 'snort', 'video', 'emerge', 'marks', 'mark', 'third', 'suspension', 'four', 'month', 'maty', 'mauk', 'snorting', 'video', 'cocaine', 'missouri', 'suspension']"
PARENTING,"['make', 'mother', 'day', 'special', 'expect', 'mother']",https://www.huffingtonpost.com/entry/making-mothers-day-specia_us_5b9d2754e4b03a1dcc84f354,"['mother', 'many', 'determine', 'health', 'factor', 'play', 'long', 'pregnancy', 'diet', 'throughout', 'life', 'stress', 'level', 'throughout', 'life', 'strong', 'bear', 'whether', 'mother', 'healthy', 'pregnancy', 'critical', 'healthy', 'community']","['making', 'mothers', 'day', 'specia']",3,"['make', 'mother', 'day', 'special', 'expect', 'mother', 'mother', 'many', 'determine', 'health', 'factor', 'play', 'long', 'pregnancy', 'diet', 'throughout', 'life', 'stress', 'level', 'throughout', 'life', 'strong', 'bear', 'whether', 'mother', 'healthy', 'pregnancy', 'critical', 'healthy', 'community', 'making', 'mothers', 'day', 'specia']"
POLITICS,"['here', 'get', 'help', 'choose', 'obama', 'plan']",https://www.huffingtonpost.com/entry/obamacare-health-care-plans_us_59f9fabee4b046017fb07be0,"['confusing', 'year', 'do', 'lot', 'time', 'help']","['obamacare', 'health', 'care', 'plans']",4,"['here', 'get', 'help', 'choose', 'obama', 'plan', 'confusing', 'year', 'do', 'lot', 'time', 'help', 'obamacare', 'health', 'care', 'plans']"
SPORTS,"['nil', 'team', 'owner', 'want', 'ray', 'rice', 'get', 'second', 'chance']",https://www.huffingtonpost.com/entry/ray-rice-second-chance_us_55cde8f9e4b055a6dab00195,"['league', 'ready', 'rice', 'return']","['ray', 'rice', 'second', 'chance']",5,"['nil', 'team', 'owner', 'want', 'ray', 'rice', 'get', 'second', 'chance', 'league', 'ready', 'rice', 'return', 'ray', 'rice', 'second', 'chance']"
FOOD & DRINK,"['easter', 'bread', 'recipe', 'bake', 'home']",https://www.huffingtonpost.com/entry/easter-breads_us_5b9b76abe4b03a1dcc77cc42,"['spring', 'officially', 'air', 'mean', 'easter', 'int', 'far', 'behind', 'flower', 'tree', 'begin', 'bloom', 'definitely']","['easter', 'breads']",2,"['easter', 'bread', 'recipe', 'bake', 'home', 'spring', 'officially', 'air', 'mean', 'easter', 'int', 'far', 'behind', 'flower', 'tree', 'begin', 'bloom', 'definitely', 'easter', 'breads']"
PARENTING,"['dad', 'drink', 'much']",https://www.huffingtonpost.com/entry/dads-and-alcohol_us_5b9cbf84e4b03a1dcc81752b,"['something', 'ever', 'really', 'think', 'kid', 'young', 'could', 'beer', 'think', 'twice', 'didst', 'know', 'drinking', 'know', 'water', 'want', 'know']","['dads', 'and', 'alcohol']",3,"['dad', 'drink', 'much', 'something', 'ever', 'really', 'think', 'kid', 'young', 'could', 'beer', 'think', 'twice', 'didst', 'know', 'drinking', 'know', 'water', 'want', 'know', 'dads', 'and', 'alcohol']"
ENTERTAINMENT,"['laden', 'smith', 'look', 'surprised', 'hell', 'area', 'han']",https://www.huffingtonpost.com/entry/jaden-smith-kardashians_us_562b8eb7e4b0443bb56426b9,"['areas', 'hans', 'hard', 'keep']","['jaden', 'smith', 'kardashians']",1,"['laden', 'smith', 'look', 'surprised', 'hell', 'area', 'han', 'areas', 'hans', 'hard', 'keep', 'jaden', 'smith', 'kardashians']"
PARENTING,"['old', 'father', 'know', 'risk', 'child', 'face']",https://www.huffingtonpost.com/entry/older-fathers-now-we-know_us_5b9c2eece4b03a1dcc7cea15,"['important', 'study', 'appear', 'today', 'journal', 'nature', 'sharply', 'advance', 'what', 's', 'know', 'risk', 'face', 'child', 'old', 'father']","['older', 'fathers', 'now', 'we', 'know']",3,"['old', 'father', 'know', 'risk', 'child', 'face', 'important', 'study', 'appear', 'today', 'journal', 'nature', 'sharply', 'advance', 'what', 's', 'know', 'risk', 'face', 'child', 'old', 'father', 'older', 'fathers', 'now', 'we', 'know']"
TRAVEL,"['travel', 'mistake', 'ruin', 'life']",https://www.huffingtonpost.com/entry/10-travel-mistakes-that-w_us_5b9dd194e4b03a1dcc8d467d,"['contracting', 'parasite', 'bedbug', 'illegally', 'cross', 'border', 'rack', 'exorbitant', 'cellular', 'fee', 'travel', 'error', 'could', 'serious', 'health', 'financial', 'consequence', 'haunt', 'long', 'vacation']","['10', 'travel', 'mistakes', 'that', 'w']",7,"['travel', 'mistake', 'ruin', 'life', 'contracting', 'parasite', 'bedbug', 'illegally', 'cross', 'border', 'rack', 'exorbitant', 'cellular', 'fee', 'travel', 'error', 'could', 'serious', 'health', 'financial', 'consequence', 'haunt', 'long', 'vacation', '10', 'travel', 'mistakes', 'that', 'w']"
SPORTS,"['richard', 'sherman', 'remark', 'black', 'life', 'matter', 'sea', 'hawk', 'michael', 'bennett', 'call', 'unity']",https://www.huffingtonpost.com/entry/michael-bennett-richard-sherman-black-lives-matter_us_55fc050ae4b08820d918332a,"['bennett', 'exactly', 'see', 'eye', 'eye', 'sherman', 'black', 'black', 'crime']","['michael', 'bennett', 'richard', 'sherman', 'black', 'lives', 'matter']",5,"['richard', 'sherman', 'remark', 'black', 'life', 'matter', 'sea', 'hawk', 'michael', 'bennett', 'call', 'unity', 'bennett', 'exactly', 'see', 'eye', 'eye', 'sherman', 'black', 'black', 'crime', 'michael', 'bennett', 'richard', 'sherman', 'black', 'lives', 'matter']"
STYLE & BEAUTY,"['andrew', 'pic', 'wear', 'hat', 'swimsuit', 'aden', 'accessories', 'campaign', 'photo', 'video']",https://www.huffingtonpost.com/entry/andrej-pejic-adeen_us_5b9b6c4ce4b03a1dcc776914,"['photo', 'video', 'spot', 'andrew', 'famous', 'transition', 'female', 'male', 'aesthetic', 'ease', 'mug']","['andrej', 'pejic', 'adeen']",6,"['andrew', 'pic', 'wear', 'hat', 'swimsuit', 'aden', 'accessories', 'campaign', 'photo', 'video', 'photo', 'video', 'spot', 'andrew', 'famous', 'transition', 'female', 'male', 'aesthetic', 'ease', 'mug', 'andrej', 'pejic', 'adeen']"
PARENTING,"['know', 'first', 'baby']",https://www.huffingtonpost.comhttp://blogs.babycenter.com/mom_stories/7312012-you-know-its-not-your-first-baby-when/,"['let', 'face', 'become', 'slightly', 'different', 'mother', 'weave', 'child', 'sure', 'love', 'baby']","['making', 'mothers', 'day', 'specia', 'obamacare', 'health', 'care', 'plans', 'ray', 'rice', 'second', 'chance', 'easter', 'breads', 'dads', 'and', 'alcohol', 'jaden', 'smith', 'kardashians', 'older', 'fathers', 'now', 'we', 'know', '10', 'travel', 'mistakes', 'that', 'w', 'michael', 'bennett', 'richard', 'sherman', 'black', 'lives', 'matter', 'andrej', 'pejic', 'adeen', 'reinhart', 'rogoff', 'austerity', 'happiness', 'tips', 'russian', 'ambassador', 'dead', 'the', 'key', 'to', 'raising', 'confi', 'labor', 'day', 'low', 'wage', 'worker', 'death', 'to', 'america', 'visiting', 'iran', 'about', 'quinoa', 'the', 'end', 'of', 'the', 'road', 'the', '10', 'best', 'city', 'views', 'ar', 'a', 'parents', 'part', 'in', 'motivat']",3,"['know', 'first', 'baby', 'let', 'face', 'become', 'slightly', 'different', 'mother', 'weave', 'child', 'sure', 'love', 'baby', 'making', 'mothers', 'day', 'specia', 'obamacare', 'health', 'care', 'plans', 'ray', 'rice', 'second', 'chance', 'easter', 'breads', 'dads', 'and', 'alcohol', 'jaden', 'smith', 'kardashians', 'older', 'fathers', 'now', 'we', 'know', '10', 'travel', 'mistakes', 'that', 'w', 'michael', 'bennett', 'richard', 'sherman', 'black', 'lives', 'matter', 'andrej', 'pejic', 'adeen', 'reinhart', 'rogoff', 'austerity', 'happiness', 'tips', 'russian', 'ambassador', 'dead', 'the', 'key', 'to', 'raising', 'confi', 'labor', 'day', 'low', 'wage', 'worker', 'death', 'to', 'america', 'visiting', 'iran', 'about', 'quinoa', 'the', 'end', 'of', 'the', 'road', 'the', '10', 'best', 'city', 'views', 'ar', 'a', 'parents', 'part', 'in', 'motivat']"
BUSINESS,"['excel', 'spreadsheet', 'error', 'lesson', 'reinhardt', 'logoff', 'controversy']",https://www.huffingtonpost.com/entry/reinhart-rogoff-austerity_us_5bb2f623e4b0480ca65f9c30,"['story', 'reinhardt', 'logoff', 'error', 'tell', 'we', 'great', 'deal', 'elite', 'use', 'economist', 'prestige', 'economic', 'profession', 'order', 'impose', 'public']","['reinhart', 'rogoff', 'austerity']",0,"['excel', 'spreadsheet', 'error', 'lesson', 'reinhardt', 'logoff', 'controversy', 'story', 'reinhardt', 'logoff', 'error', 'tell', 'we', 'great', 'deal', 'elite', 'use', 'economist', 'prestige', 'economic', 'profession', 'order', 'impose', 'public', 'reinhart', 'rogoff', 'austerity']"
WELLNESS,"['specific', 'technique', 'boost', 'mood']",https://www.huffingtonpost.com/entry/happiness-tips_us_5b9d0da8e4b03a1dcc8411c4,"['specific', 'technique', 'plant', 'seed', 'happiness', 'period', 'three', 'week', 'consistent', 'structured', 'continue', 'base', 'check', 'result', 'see', 'benefit', 'make', 'part', 'daily', 'life']","['happiness', 'tips']",8,"['specific', 'technique', 'boost', 'mood', 'specific', 'technique', 'plant', 'seed', 'happiness', 'period', 'three', 'week', 'consistent', 'structured', 'continue', 'base', 'check', 'result', 'see', 'benefit', 'make', 'part', 'daily', 'life', 'happiness', 'tips']"
WORLD NEWS,"['russian', 'ambassador', 'sudan', 'find', 'dead', 'swimming', 'pool']",https://www.huffingtonpost.com/entry/russian-ambassador-dead_us_599df045e4b05710aa5994ba,"['remain', 'unclear', 'cause', 'drown']","['russian', 'ambassador', 'dead']",9,"['russian', 'ambassador', 'sudan', 'find', 'dead', 'swimming', 'pool', 'remain', 'unclear', 'cause', 'drown', 'russian', 'ambassador', 'dead']"
PARENTING,"['key', 'raise', 'confident', 'kid', 'stop', 'compliment']",https://www.huffingtonpost.com/entry/-the-key-to-raising-confi_us_5b9c2bf5e4b03a1dcc7cd605,"['point', 'int', 'criticize', 'child', 'recognize', 'self', 'esteem', 'really', 'truly', 'come', 'result', 'achievement', 'classroom', 'field', 'home', 'rather', 'false', 'accomplishment']","['the', 'key', 'to', 'raising', 'confi']",3,"['key', 'raise', 'confident', 'kid', 'stop', 'compliment', 'point', 'int', 'criticize', 'child', 'recognize', 'self', 'esteem', 'really', 'truly', 'come', 'result', 'achievement', 'classroom', 'field', 'home', 'rather', 'false', 'accomplishment', 'the', 'key', 'to', 'raising', 'confi']"
